rank,model_key,model_label,vehicle_id,plate_no,price_manwon,predicted_price_manwon,residual_manwon,value_pct,origin_price_manwon,depreciation_pct,year,month,age_years,mileage_km,annual_km,region,trim,trim_detail,battery_years_left,battery_km_left,battery_remaining_pct,battery_binding,record_available,accident_free,accident_summary,accident_my_count,accident_other_count,accident_my_cost_won,owner_change_count,past_commercial_use,past_rental_count,insp_leak,insp_corrosion,insp_tire,insp_repair_notes,insp_repair_penalty,insp_worst_rank,insp_worst_status,baseline_manwon,fair_price_manwon,value_gap_manwon,value_gap_pct,value_gap_sigma,sigma_manwon,value_verdict,value_verdict_note,discount_priced_in,discount_extra,discount_extra_manwon,discount_unexplained_manwon,seller_option_claims,seller_text_len,insp_vin,vin_option_state,vin_option_manwon,vin_option_source,vin_option_verified_at,trim_key,trim_offset_manwon,battery_maker,battery_risk,battery_note,view_count,subscribe_count,view_per_day,listing_signal,listing_signal_note,discount_notes,insurance_gap_dealer,insurance_gap_personal,insurance_gap_unknown,first_advertised,days_on_market,days_on_market_basis,first_seen,last_seen,price_first_manwon,price_prev_manwon,price_change_manwon,price_change_count,insurance_not_joined,re_registered,loan_count,sample_only,sample_only_reason,origin_price_manwon,sell_type,page_is_image,price_breakdown,price_unknowns,score_points,insp_unclassified,battery_pack_damage,insp_diagnostics,repair_source,insp_mileage,mileage_gap_km,penalty_mileage_rollback,insp_waterlog,insp_recall,insp_recall_types,insp_comments,insp_needs_repair,insp_usage_change,insp_serious,insp_vin,accident_lines,accident_type_verdict,excluded,excluded_reason,use_history,plate_change_count,theft_count,record_fields_null,first_registration_date,age_basis,flood_or_total_loss,rental_or_commercial,one_owner,encar_diagnosed,page_available,repair_grade_source,page_repair_notes,page_repair_penalty,page_worst_rank,page_worst_status,page_unmatched_parts,page_status_unknown,page_ranks_read,page_mileage_gauge,page_mileage,page_vin_state,page_tuning,page_special_history,page_usage_change,page_recall,page_recall_done,page_accident_history,page_simple_repair,page_first_registration,page_inspection_valid,page_inspector_note,page_js_suspect,page_detail_bad,page_detail_unknown,page_ev_hv_bad,page_ev_hv_unknown,page_ev_hv_checked,page_parse_note,warranty,view_count,subscribe_count,score_value,score_battery,bonus_total,penalty_overrun,penalty_total,score_value,score_battery,score_depreciation,penalty_accident,score_stage2,score_total,market_confidence,detail_fetched,reasons_plus,reasons_minus,inspection_summary,options,photo_url,listing_url
,ix_xdrive50,BMW iX,42373439,108무8147,8001,9832.1,-1831.1,18.62,12680,36.9,2026,7,0.08,524,1048,충남,xDrive45 M 스포츠,,7.92,159476,99.0,기간(8년),False,,확인 불가,,,,,,,,,,,,,,9827.0,9341.0,1340.0,14.34,3.56,377.0,일부 설명됨,"저평가 1,340만원 중 147만원은 위 사유로 설명되고 1,193만원이 남습니다 — 남은 만큼은 확인할 값어치가 있습니다",보험이력 미확인 (보수적 반영)=-197 ; 현재 리스·렌트 매물=-295,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-147,147.0,1193.0,,566,,unverified,,,,XDRIVE45,,,unknown,,1603,9,34.1,,,,,,,2026-07-15T10:03:56,47,,2026-08-30,2026-08-30,8001,,0,,,False,,True,리스·렌트 승계 매물 (리스),12680,리스,True,"기준 시세 (동일 연식 · 평균주행 1,200km)=9,827 || 주행거리 적음 -0.1만km=+5 || 보험이력 미확인 (보수적 반영)=-197 || 현재 리스·렌트 매물=-295 || = 적정가=9,341","보험이력을 확인하지 못했습니다 — 실제 사고이력이 있다면 적정가는 더 낮아집니다 ; 소유자 변경 횟수 정보없음 ; 과거 용도 이력 정보없음 ; 고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",50.77,,,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,,,,,,연식 2026.07 (최초등록일 응답에 없음),False,True,,False,True,,,,,,,,0,,,,,,,,,,,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,bmw코리아,1603,9,40.0,19.8,0.0,-0.0,-13.0,40.0,19.8,3.97,-3.0,50.77,1340.0,보통,True,"시세 대비 18.6% 저평가 (예측 9,832만원) ; 배터리 보증 여유 (7.9년 / 159,476km 남음, 기간(8년) 기준)",보험이력을 확인하지 못했습니다 (응답에 없음) ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요) ; 렌트/영업용 이력,,,https://ci.encar.com/carpicture07/pic4237/42373439_,http://www.encar.com/dc/dc_cardetailview.do?carid=42373439
,ix_xdrive50,BMW iX,42138033,45가1847,7937,9543.7,-1606.7,16.84,12480,36.4,2026,5,0.25,865,1730,서울,xDrive45 M 스포츠,,7.75,159135,96.9,기간(8년),False,,확인 불가,,,,,,,,,,,,,,9521.0,9068.0,1131.0,12.47,3.05,371.0,일부 설명됨,"저평가 1,131만원 중 143만원은 위 사유로 설명되고 988만원이 남습니다 — 남은 만큼은 확인할 값어치가 있습니다",보험이력 미확인 (보수적 반영)=-190 ; 현재 리스·렌트 매물=-286,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-143,143.0,988.0,,434,,unverified,,,,XDRIVE45,,,unknown,,366,3,14.6,,,,,,,2026-08-06T09:41:33,25,,2026-08-30,2026-08-30,7937,,0,,,False,,True,리스·렌트 승계 매물 (리스),12480,리스,True,"기준 시세 (동일 연식 · 평균주행 3,750km)=9,521 || 주행거리 적음 -0.3만km=+23 || 보험이력 미확인 (보수적 반영)=-190 || 현재 리스·렌트 매물=-286 || = 적정가=9,068","보험이력을 확인하지 못했습니다 — 실제 사고이력이 있다면 적정가는 더 낮아집니다 ; 소유자 변경 횟수 정보없음 ; 과거 용도 이력 정보없음 ; 고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",50.18,,,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,,,,,,연식 2026.05 (최초등록일 응답에 없음),False,True,,False,True,,,,,,,,0,,,,,,,,,,,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,bmw코리아,366,3,40.0,19.38,0.0,-0.0,-13.0,40.0,19.38,3.8,-3.0,50.18,1131.0,보통,True,"시세 대비 16.8% 저평가 (예측 9,544만원) ; 배터리 보증 여유 (7.8년 / 159,135km 남음, 기간(8년) 기준)",보험이력을 확인하지 못했습니다 (응답에 없음) ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요) ; 렌트/영업용 이력,,,https://ci.encar.com/carpicture03/pic4213/42138033_,http://www.encar.com/dc/dc_cardetailview.do?carid=42138033
,ix_xdrive50,BMW iX,42612367,238도7128,12000,,,,,,2025,6,1.19,10041,8450,인천,xDrive60 M 스포츠 프로,,6.81,149959,85.1,기간(8년),True,False,"내차 피해 1건 / 내차 수리비 50~200만원 (1,644,000원)",1,0,1644000,0,False,,,,,,,,,,,,,,,,적정가 산출 불가,,,0.0,,,1720,,,,,,XDRIVE60,,,,,91,1,18.2,,,,,,,2026-08-26T11:20:55,5,,2026-08-30,2026-08-30,12000,,0,,202506~202507,False,0,True,리스·렌트 승계 매물 (리스),,리스,True,,신차가를 못 받아 적정가를 낼 수 없습니다 (잔존율 기준선은 신차가가 있어야 합니다),36.02,,,,,,,-0.0,,,,,,,,,"2026-05-26 내차 피해 보험금 1,644,000원",검증됨 (내차 1건 / 타차 0건 일치),False,,2 | 1,0,0,flood_part_count,2025-06-23,최초등록일 2025-06-23,False,False,True,False,True,,,,,,,,0,,,,,,,,,,,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,BMW 공식서비스센터,91,1,20.0,17.02,4.0,-0.0,-10.0,20.0,17.02,5.0,-10.0,36.02,0,보통,True,"배터리 보증 여유 (6.8년 / 149,959km 남음, 기간(8년) 기준) ; 1인 소유","시세 비교 불가 (연식/주행거리 결측) ; 사고이력: 내차 피해 1건 / 내차 수리비 50~200만원 (1,644,000원) ;   · 2026-05-26 내차 피해 보험금 1,644,000원 ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요)",,,https://ci.encar.com/carpicture01/pic4261/42612367_,http://www.encar.com/dc/dc_cardetailview.do?carid=42612367
,ix_xdrive50,BMW iX,42577757,391저7493,9500,9371.8,128.2,-1.37,12480,23.9,2026,3,0.44,4115,8230,경남,xDrive45 M 스포츠,,7.56,155885,94.6,기간(8년),True,True,무사고,0,0,0,0,False,,,,,,,,,9352.0,9372.0,-128.0,-1.37,-0.35,371.0,고평가,적정가보다 비쌉니다,,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-140,140.0,,,2934,,unverified,,,,XDRIVE45,,,unknown,,460,8,41.8,,,,,,,2026-08-20T12:15:46,11,,2026-08-30,2026-08-30,9500,,0,,,False,0,True,리스·렌트 승계 매물 (리스),12480,리스,True,"기준 시세 (동일 연식 · 평균주행 6,600km)=9,352 || 주행거리 적음 -0.2만km=+20 || = 적정가=9,372","고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",49.1,,,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2026-03-25,최초등록일 2026-03-25,False,False,True,False,True,,,,,,,,0,,,,,,,,,,,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,BMW,460,8,18.18,18.92,12.0,-0.0,-0.0,18.18,18.92,0.0,-0.0,49.1,-128.0,보통,True,"배터리 보증 여유 (7.6년 / 155,885km 남음, 기간(8년) 기준) ; 무사고 (보험이력 확인) ; 1인 소유",신차가 대비 감가 24% 에 그침 ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요),,,https://ci.encar.com/carpicture07/pic4257/42577757_,http://www.encar.com/dc/dc_cardetailview.do?carid=42577757
,ix_xdrive50,BMW iX,42288582,56우6485,9300,9227.3,72.7,-0.79,12480,25.5,2026,1,0.59,7769,13198,경기,xDrive45 M 스포츠,,7.41,152231,92.6,기간(8년),True,True,무사고,0,0,0,0,False,,,,,,0.0,,,9219.0,9227.0,-73.0,-0.79,-0.2,371.0,고평가,적정가보다 비쌉니다,,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-138,138.0,,에어서스펜션,2422,,unverified,,,,XDRIVE45,,,unknown,,2907,10,47.7,주의 — 보고 실망,"조회 2,907회에 찜 10개(비율 0.34%, 중앙값 0.73%) — 보고 나서 관심을 접은 사람이 많다는 신호입니다.",,,,,2026-07-01T14:44:17,61,,2026-08-30,2026-08-30,9300,,0,,,False,0,True,리스·렌트 승계 매물 (리스),12480,리스,True,"기준 시세 (동일 연식 · 평균주행 8,850km)=9,219 || 주행거리 적음 -0.1만km=+9 || = 적정가=9,227","고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",49.64,,False,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2026-01-28,최초등록일 2026-01-28,False,False,True,False,True,,,,,,,,0,,,,,,,,,없음,없음,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,BMW공식서비스센터,2907,10,18.95,18.52,12.0,-0.0,-0.0,18.95,18.52,0.17,-0.0,49.64,-73.0,보통,True,"배터리 보증 여유 (7.4년 / 152,231km 남음, 기간(8년) 기준) ; 성능점검상 수리 부위 없음 ; 무사고 (보험이력 확인) ; 1인 소유",주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요),,,https://ci.encar.com/carpicture08/pic4228/42288582_,http://www.encar.com/dc/dc_cardetailview.do?carid=42288582
,ix_xdrive50,BMW iX,42619732,02마6778,6800,5730.9,1069.1,-18.66,12260,44.5,2022,1,4.63,44030,9510,경기,xDrive40 퍼스트에디션,,3.37,115970,42.1,기간(8년),True,True,무사고,0,0,0,0,False,,,,,,0.0,,,5531.0,5706.0,-1094.0,-19.17,-3.0,364.0,고평가,적정가보다 비쌉니다,"배터리 보증 잔여 부족 (42% · 기준 50% · 남은 3.4년 / 115,970km · 기간(8년) 기준)=-25",성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-83,83.0,,,2455,,unverified,,,,XDRIVE40,,,unknown,BMW iX 라인은 xDrive50 · M60 이 삼성SDI 로 확인됐고 xDrive40 은 미공개입니다. 같은 플랫폼이라 삼성SDI 일 가능성이 높지만 확정 자료가 없어 추정하지 않습니다 — 헤이딜러 출고 기록에서 확인하세요.,85,1,21.2,,,,,,,2026-08-27T10:31:02,4,,2026-08-30,2026-08-30,6800,,0,,,False,0,True,리스·렌트 승계 매물 (리스),12260,리스,True,"기준 시세 (동일 연식 · 평균주행 69,450km)=5,531 || 주행거리 적음 -2.5만km=+199 || 배터리 보증 잔여 부족 (42% · 기준 50% · 남은 3.4년 / 115,970km · 기간(8년) 기준)=-25 || = 적정가=5,706","고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",26.92,,False,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2022-01-13,최초등록일 2022-01-13,False,False,True,False,True,,,,,,,,0,,,,,,,,,없음,없음,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,BMW바바리안모터스,85,1,0.0,8.42,12.0,-0.0,-0.0,0.0,8.42,6.5,-0.0,26.92,-1094.0,보통,True,성능점검상 수리 부위 없음 ; 무사고 (보험이력 확인) ; 1인 소유,"시세 대비 18.7% 비쌈 (예측 5,731만원) ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요)",,,https://ci.encar.com/carpicture01/pic4261/42619732_,http://www.encar.com/dc/dc_cardetailview.do?carid=42619732
,ix_xdrive50,BMW iX,42478480,03구1976,9600,9668.1,-68.1,0.7,15200,36.8,2024,7,2.09,24900,11935,서울,xDrive50 스포츠 플러스,,5.91,135100,73.9,기간(8년),True,True,무사고,0,0,0,0,False,,오일누유 / 미세누유 / 누유 / 냉각수누수 / 미세누수 / 누수 / 동력조향 작동 오일 누유 / 브레이크 마스터 실린더오일 누유 / 브레이크 오일 누유,,타이어,,,,,9605.0,9668.0,68.0,0.7,0.15,452.0,할인 이유 충분,저평가 68만원이 위 사유 240만원으로 설명됩니다 — 진짜 저평가로 보기 어렵습니다,,자차보험 미가입 1구간 · 개인 소유 기간 (202503~202504) — 그 기간 사고는 보험기록에 없을 수 있음=-240,240.0,-172.0,,899,WBY21CF00RCR71203,unverified,,,,XDRIVE50,,삼성SDI,low,국내 선호 제조사,465,5,16.6,,,,,202503~202504,,2026-08-03T15:33:49,28,,2026-08-30,2026-08-30,9600,,0,,202503~202504,False,0,True,리스·렌트 승계 매물 (리스),15200,리스,False,"기준 시세 (동일 연식 · 평균주행 31,349km)=9,605 || 주행거리 적음 -0.6만km=+63 || = 적정가=9,668",,51.65,,,,,24900,0,-0.0,False,False,,,"외장, 내장, 광택, 룸 클리링, 휠, 타이어, 유리",,,WBY21CF00RCR71203,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2024년 07월 30일,최초등록일 2024-07-30,False,False,True,False,True,,,0.0,,,,,5,양호,24900,양호,없음,없음,없음,해당없음,,없음,없음,2024년 07월 30일,2024년 07월 30일 ~ 2028년 07월 29일,성능 · 상태점검자,True,,,,,3,script 의 부위별 손상표에서 읽음 (init 의 data 가 null (수리 부위 없음)),BMW Korea,465,5,20.94,14.78,12.0,-0.0,-0.0,20.94,14.78,3.93,-0.0,51.65,68.0,보통,True,"배터리 보증 여유 (5.9년 / 135,100km 남음, 기간(8년) 기준) ; 무사고 (보험이력 확인) ; 1인 소유",,,,https://ci.encar.com/carpicture07/pic4247/42478480_,http://www.encar.com/dc/dc_cardetailview.do?carid=42478480
,ix_xdrive50,BMW iX,42496537,01로6402,9400,9379.3,20.7,-0.22,12480,24.7,2026,3,0.43,4140,8280,충남,xDrive45 M 스포츠,,7.57,155860,94.6,기간(8년),True,True,무사고,0,0,0,0,False,,,,,,0.0,,,9361.0,9379.0,-21.0,-0.22,-0.06,371.0,고평가,적정가보다 비쌉니다,,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-140,140.0,,,2569,,unverified,,,,XDRIVE45,,,unknown,,753,11,39.6,,,,,,,2026-08-12T10:24:05,19,,2026-08-30,2026-08-30,9400,,0,,,False,0,True,리스·렌트 승계 매물 (리스),12480,리스,True,"기준 시세 (동일 연식 · 평균주행 6,450km)=9,361 || 주행거리 적음 -0.2만km=+18 || = 적정가=9,379","고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",50.63,,False,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2026-03-26,최초등록일 2026-03-26,False,False,True,False,True,,,,,,,,0,,,,,,,,,없음,없음,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,BMW제조사보증,753,11,19.71,18.92,12.0,-0.0,-0.0,19.71,18.92,0.0,-0.0,50.63,-21.0,보통,True,"배터리 보증 여유 (7.6년 / 155,860km 남음, 기간(8년) 기준) ; 성능점검상 수리 부위 없음 ; 무사고 (보험이력 확인) ; 1인 소유",신차가 대비 감가 25% 에 그침 ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요),,,https://ci.encar.com/carpicture09/pic4249/42496537_,http://www.encar.com/dc/dc_cardetailview.do?carid=42496537
,ix_xdrive50,BMW iX,42607813,10러8524,12500,11238.4,1261.6,-11.23,15380,18.7,2025,11,0.76,4941,6468,경기,xDrive60 M 스포츠 프로,,7.24,155059,90.5,기간(8년),True,True,무사고,0,0,0,0,False,,,,,,0.0,,,11175.0,11238.0,-1262.0,-11.23,-2.76,457.0,고평가,적정가보다 비쌉니다,,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-168,168.0,,,2910,,unverified,,,,XDRIVE60,,,unknown,,339,5,56.5,,,,,,,2026-08-25T16:21:58,6,,2026-08-30,2026-08-30,12500,,0,,,False,0,True,리스·렌트 승계 매물 (리스),15380,리스,True,"기준 시세 (동일 연식 · 평균주행 11,400km)=11,175 || 주행거리 적음 -0.6만km=+64 || = 적정가=11,238","고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",35.13,,False,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2025-11-25,최초등록일 2025-11-25,False,False,True,False,True,,,,,,,,0,,,,,,,,,없음,없음,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,BMW,339,5,5.03,18.1,12.0,-0.0,-0.0,5.03,18.1,0.0,-0.0,35.13,-1262.0,보통,True,"배터리 보증 여유 (7.2년 / 155,059km 남음, 기간(8년) 기준) ; 성능점검상 수리 부위 없음 ; 무사고 (보험이력 확인) ; 1인 소유","시세 대비 11.2% 비쌈 (예측 11,238만원) ; 신차가 대비 감가 19% 에 그침 ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요)",,,https://ci.encar.com/carpicture10/pic4260/42607813_,http://www.encar.com/dc/dc_cardetailview.do?carid=42607813
,ix_xdrive50,BMW iX,42505276,10서8604,14800,12142.2,2657.8,-21.89,15670,5.6,2026,7,0.09,400,800,서울,xDrive60 M 스포츠 프로,,7.91,159600,98.8,기간(8년),True,True,무사고,0,0,0,0,False,,,,,,,,,12133.0,12142.0,-2658.0,-21.89,-5.71,466.0,고평가,적정가보다 비쌉니다,,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-182,182.0,,,599,,unverified,,,,XDRIVE60,,,unknown,,1935,11,77.4,,,,,,,2026-08-06T17:36:10,25,,2026-08-30,2026-08-30,14800,,0,,,False,0,True,리스·렌트 승계 매물 (리스),15670,리스,True,"기준 시세 (동일 연식 · 평균주행 1,350km)=12,133 || 주행거리 적음 -0.1만km=+10 || = 적정가=12,142","고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",31.76,,,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2026-07-28,최초등록일 2026-07-28,False,False,True,False,True,,,,,,,,0,,,,,,,,,,,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,bmw,1935,11,0.0,19.76,12.0,-0.0,-0.0,0.0,19.76,0.0,-0.0,31.76,-2658.0,보통,True,"배터리 보증 여유 (7.9년 / 159,600km 남음, 기간(8년) 기준) ; 무사고 (보험이력 확인) ; 1인 소유","시세 대비 21.9% 비쌈 (예측 12,142만원) ; 신차가 대비 감가 6% 에 그침 ; 주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요)",,,https://ci.encar.com/carpicture10/pic4250/42505276_,http://www.encar.com/dc/dc_cardetailview.do?carid=42505276
,ix_xdrive50,BMW iX,42429899,05오6654,8494,8650.7,-156.7,1.81,14990,43.3,2023,10,2.87,42000,14623,경기,xDrive50 스포츠 플러스,,5.13,118000,64.1,기간(8년),True,True,무사고,0,0,0,0,False,,,,,,,,,8641.0,8651.0,157.0,1.81,0.35,445.0,일부 설명됨,저평가 157만원 중 130만원은 위 사유로 설명되고 27만원이 남습니다 — 남은 만큼은 확인할 값어치가 있습니다,,성능기록부가 사진뿐 — 수리 부위·고전원전기장치를 확인할 수 없음=-130,130.0,27.0,,1171,,unverified,,,,XDRIVE50,,삼성SDI,low,국내 선호 제조사,568,11,14.9,기회 — 노출 부족,하루 15회 조회(중앙값 34회)로 38일째입니다. 사람들이 본 뒤 지나친 게 아니라 아예 못 본 쪽에 가깝습니다.,,,,,2026-07-24T18:11:45,38,,2026-08-30,2026-08-30,8494,,0,,,False,0,True,리스·렌트 승계 매물 (리스),14990,리스,True,"기준 시세 (동일 연식 · 평균주행 43,050km)=8,641 || 주행거리 적음 -0.1만km=+10 || = 적정가=8,651","고전원전기장치 판정 불가: 충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",53.33,,,,,,,-0.0,,,,,,,,,,사고 상세 없음,False,,2 | 1,0,0,flood_part_count,2023-10-17,최초등록일 2023-10-17,False,False,True,False,True,,,,,,,,0,,,,,,,,,,,,,,False,,,,"충전구 절연 상태(항목 없음), 구동축전지 격리 상태(항목 없음), 고전원전기배선 상태(항목 없음)",0,성능기록부가 사진(이미지)으로만 등록된 매물입니다 — 페이지에서 읽어 낼 수 있는 항목이 없습니다,,568,11,22.41,12.82,12.0,-0.0,-0.0,22.41,12.82,6.1,-0.0,53.33,157.0,보통,True,"배터리 보증 여유 (5.1년 / 118,000km 남음, 기간(8년) 기준) ; 무사고 (보험이력 확인) ; 1인 소유",주행거리 계기상태 판정 불가 (성능기록부 표기 확인 필요),,,https://ci.encar.com/carpicture02/pic4242/42429899_,http://www.encar.com/dc/dc_cardetailview.do?carid=42429899
,ix_xdrive50,BMW iX,42068963,12하3090,8500,8423.0,77.0,-0.91,14990,43.3,2023,8,3.0,53226,17721,충북,xDrive50 스포츠 플러스,,5.0,106774,62.5,기간(8년),True,True,무사고,0,0,0,0,False,,오일누유 / 미세누유 / 누유 / 냉각수누수 / 미세누수 / 누수 / 동력조향 작동 오일 누유 / 브레이크 마스터 실린더오일 누유 / 브레이크 오일 누유,,타이어,,,,,8502.0,8168.0,-332.0,-4.07,-0.75,445.0,고평가,적정가보다 비쌉니다,과주행 +0.8만km=-79 ; 현재 리스·렌트 매물=-255,자차보험 미가입 1구간 · 개인 소유 기간 (202308~202603) — 그 기간 사고는 보험기록에 없을 수 있음=-213,213.0,,,579,WBY21CF04PCM88181,unverified,,,,XDRIVE50,,삼성SDI,low,국내 선호 제조사,1091,15,29.5,,,,,202308~202603,,2026-07-25T15:23:01,37,,2026-08-30,2026-08-30,8500,,0,,202308~202603,False,1,True,리스·렌트 승계 매물 (일반),14990,일반,False,"기준 시세 (동일 연식 · 평균주행 45,000km)=8,502 || 과주행 +0.8만km=-79 || 현재 리스·렌트 매물=-255 || = 적정가=8,168",,39.38,,,,,53218,-8,-0.0,False,False,,,"외장, 내장, 광택, 룸 클리링, 휠, 타이어, 유리","1, 렌트",,WBY21CF04PCM88181,,사고 상세 없음,False,,3 | 1,0,0,flood_part_count,2023년 08월 30일,최초등록일 2023-08-30,False,True,True,False,True,,,0.0,,,,,5,양호,53218,양호,없음,없음,있음,해당없음,,없음,없음,2023년 08월 30일,2025년 11월 13일 ~ 2026년 11월 12일,성능 · 상태점검자,True,,,,,3,script 의 부위별 손상표에서 읽음 (init 의 data 가 null (수리 부위 없음)),bmw,1091,15,18.78,12.5,12.0,-0.0,-10.0,18.78,12.5,6.1,-0.0,39.38,-332.0,보통,True,"배터리 보증 여유 (5.0년 / 106,774km 남음, 기간(8년) 기준) ; 무사고 (보험이력 확인) ; 1인 소유",렌트/영업용 이력,,,https://ci.encar.com/carpicture06/pic4206/42068963_,http://www.encar.com/dc/dc_cardetailview.do?carid=42068963
